patientprocedureid,MediaType,appannotationid,annotationfilepath,annotationfilesize,annotationname,isactive,archivestatus,ProcedureStatus,cognitouser_username,subscriptionstatus,terminationaction,mediaid
2188,Media,D26B68FB-1CDB-4725-BF0B-AFA5DAD987D2,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/original/Image_003_Anno_001.jpg,0,Image_003_Anno_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2188,Media,secure_20200521172449808E7292-4142-43A7-AC00-C40198AD3C26,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/pdfs/original/secure_20200521172449.pdf,0,secure_20200521172449.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2188,Media,secure_2020052117245569DA3374-91E6-47BC-BB27-45B1806D8147,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/pdfs/original/secure_20200521172455.pdf,0,secure_20200521172455.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2188,Media,secure_20200521172502EDCE5DE2-2D23-4BF4-A0BC-B1D6A8A4F851,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/pdfs/original/secure_20200521172502.pdf,0,secure_20200521172502.pdf,0,NULL,NULL,Thejes.01,1,NULL,
2188,Media,patient_20200521173114C076D8D3-3FB2-40CA-9E54-39C9675A1B3B,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/pdfs/original/patient_20200521173114.pdf,0,patient_20200521173114.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2188,Media,patient_202005211731275A935EC0-C4DF-4235-9D0F-597FD9A2DED9,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/pdfs/original/patient_20200521173127.pdf,0,patient_20200521173127.pdf,0,NULL,NULL,Thejes.01,1,NULL,
2188,Media,patient_20200521173132DBF2E011-4D61-4C5F-9DCD-8D8DB00E24E4,public/2188/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/pdfs/original/patient_20200521173132.pdf,0,patient_20200521173132.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,secure_20200521174916F3998897-247B-46C1-B69C-F9AF7D12F8CF,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/pdfs/original/secure_patient.pdf,94167,secure_patient.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,secure_2020052117500734E63021-961A-43EC-89D6-FB35A86B303B,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/pdfs/original/secure_20200521175007.pdf,0,secure_20200521175007.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,patient_20200521175014DA541EF5-8796-44A9-AD26-DCF6A90DCC84,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/pdfs/original/patient_report.pdf,94166,patient_report.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2187,Media,patient_202005211750217E52E116-783E-438D-9BFE-7462670818B8,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/pdfs/original/patient_20200521175021.pdf,0,patient_20200521175021.pdf,1,NULL,NULL,Thejes.01,1,NULL,
2189,Media,318EE921-0B0F-4B96-B75A-BF24DF3082AB,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/videos/original/sample_video.mp4,0,sample_video.mp4,0,NULL,4,Thejes.01,1,NULL,
2189,Media,8997C004-A379-4E99-8F17-FA74BE773126,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/Image_002.jpg,0,Image_002.jpg,0,NULL,4,Thejes.01,1,NULL,
2189,Media,A7A2BCC6-FCCF-409D-BDAB-75800F7C2CCE,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/Image_005.jpg,0,Image_005.jpg,0,NULL,4,Thejes.01,1,NULL,
2189,Media,E3D6CCBE-1477-465D-AF4B-5A810149988D,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/Image_004.jpg,0,Image_004.jpg,0,NULL,4,Thejes.01,1,NULL,
2189,Media,C54F83D4-BD1F-4A39-B2C6-403D327E3C3D,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/Image_001.jpg,0,Image_001.jpg,0,NULL,4,Thejes.01,1,NULL,
2189,Media,275FD434-1086-4670-8281-457D5CF5AF1B,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/Image_006.jpg,0,Image_006.jpg,0,NULL,4,Thejes.01,1,NULL,
2189,Media,7A43649D-A341-4048-A45E-68311C337027,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/Image_003.jpg,0,Image_003.jpg,0,NULL,4,Thejes.01,1,NULL,
2189,Media,secure_20200521175616536B6FC3-89D6-42A4-8EC7-A93B8F1DB6FA,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/pdfs/original/secure_Test123.pdf,0,secure_Test123.pdf,0,NULL,4,Thejes.01,1,NULL,
2189,Media,secure_202005211756229C649D72-D9F7-4B8A-AED7-DC9ADB506C99,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/pdfs/original/secure_TestReport.pdf,0,secure_TestReport.pdf,0,NULL,4,Thejes.01,1,NULL,
2189,Media,patient_2020052117562675A603F9-D0B3-4CC3-90DB-42EEEBD81A0D,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/pdfs/original/patient_20200521175626.pdf,0,patient_20200521175626.pdf,0,NULL,4,Thejes.01,1,NULL,
2190,Media,B1A9EA58-265D-4CC8-AE93-DE0D5E7A094E,public/2190/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,sample_video.mp4,1,NULL,NULL,Devuser.10,11,3,
2190,Media,7F86D196-FB51-4052-8620-AD1A4ED5301E,public/2190/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,Image_006.jpg,1,NULL,NULL,Devuser.10,11,3,
2190,Media,057D686E-02D5-4E87-B433-450AFD1FDE34,public/2190/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,Image_004.jpg,1,NULL,NULL,Devuser.10,11,3,
2190,Media,958E4909-F982-4E9D-A149-5776F1F5A548,public/2190/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,Image_005.jpg,1,NULL,NULL,Devuser.10,11,3,
2190,Media,3FE74D93-1EDF-4A67-BCB0-5B001E379893,public/2190/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,Image_002.jpg,1,NULL,NULL,Devuser.10,11,3,
2190,Media,7843076B-6713-4C8B-9AF5-099DB287DED1,public/2190/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,Image_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2190,Media,B2A9DF62-3F78-4E75-82AD-939EE987CDB9,public/2190/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,Image_003.jpg,1,NULL,NULL,Devuser.10,11,3,
2189,Media,DEEF91B1-3A73-4264-AE65-FF0F4C8085E6,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/Image_004_Anno_001.jpg,0,Image_004_Anno_001.jpg,0,NULL,4,Thejes.01,1,NULL,
2189,Media,46195ea2-37ed-4d19-8632-48982ef311e3,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/Image_005_z_Anno_001.jpg,0,Image_005_z_Anno_001.jpg,0,NULL,4,Thejes.01,1,NULL,
2189,Media,e7bd1f2c-a3c8-4909-aa5c-d490d5ec7e19,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/z_Image_001.jpg,0,z_Image_001.jpg,0,NULL,4,Thejes.01,1,NULL,
2193,Media,A11EB057-F288-48EB-BACF-9A1A23716A3D,public/2193/24450FD9-EBFB-4135-927D-26532408A94B/images/original/Image_002.jpg,0,Image_002.jpg,1,NULL,NULL,Hospadmin.1,10,NULL,
2193,Media,4E9433E4-46B8-4F00-B9F9-DA83A4B327C5,public/2193/24450FD9-EBFB-4135-927D-26532408A94B/images/original/Image_004.jpg,0,Image_004.jpg,1,NULL,NULL,Hospadmin.1,10,NULL,
2193,Media,00D5ED3B-D37E-4B81-A7A1-73B98BF1F247,public/2193/24450FD9-EBFB-4135-927D-26532408A94B/images/original/Image_006.jpg,0,Image_006.jpg,1,NULL,NULL,Hospadmin.1,10,NULL,
2193,Media,23DD54B7-5510-4609-9323-F0ECC61F9470,public/2193/24450FD9-EBFB-4135-927D-26532408A94B/videos/original/sample_video.mp4,0,sample_video.mp4,1,NULL,NULL,Hospadmin.1,10,NULL,
2193,Media,BDA9A9CA-30BB-4DA0-A024-C36DBD65F6F4,public/2193/24450FD9-EBFB-4135-927D-26532408A94B/images/original/Image_005.jpg,0,Image_005.jpg,1,NULL,NULL,Hospadmin.1,10,NULL,
2193,Media,D1073805-C27D-4F30-80F5-47F74B12BBD8,public/2193/24450FD9-EBFB-4135-927D-26532408A94B/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,NULL,Hospadmin.1,10,NULL,
2193,Media,C7B8974F-696F-4EC3-A4CF-B672C26EF56E,public/2193/24450FD9-EBFB-4135-927D-26532408A94B/images/original/Image_003.jpg,0,Image_003.jpg,1,NULL,NULL,Hospadmin.1,10,NULL,
2160,Media,20febf4d-838d-4f5c-9844-094ec0b99e66,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/videos/original/z_Video2.mp4,0,z_Video_002.mp4,1,NULL,NULL,devRenameTest1,10,NULL,
2189,Media,4114605d-1997-41dd-adc0-d4e9cb9c2a29,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/z_Image_002.jpg,0,z_Image_002.jpg,0,NULL,4,Thejes.01,1,NULL,
2179,Media,f260379f-06bd-4df1-b6e0-451eac5165cf,public/2179/40D13F95-2C70-4343-B2DB-2C3159334208/images/original/z_Image_001.jpg,0,z_Image_001.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2179,Media,b0aaddfb-0fbc-45ba-aa40-0de829f16955,public/2179/40D13F95-2C70-4343-B2DB-2C3159334208/images/original/z_Image_002.jpg,0,z_Image_002.jpg,1,NULL,NULL,Thejes.01,1,NULL,
2189,Media,caa11987-49c9-4385-8ef7-8a55e02ad904,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/z_Image_003.jpg,0,z_Image_003.jpg,0,NULL,4,Thejes.01,1,NULL,
2160,Media,924f9030-34c4-4c38-9936-13bb04f46425,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/original/z_Change4rename.jpg,0,z_Image_004.jpg,1,NULL,NULL,devRenameTest1,10,NULL,
2168,Media,09K40-FH4-KSFN03-KLI8,public/2168/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/original/Image001.jpg,0,Image001.jpg,1,NULL,2,Devuser.10,11,3,
2168,Media,9JD8-EJ8-KDH8-KDJ9-KDI-KYNB94,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/original/Image_001_z_Anno_001.jpg,0,Image_001_z_Anno_001.jpg,1,NULL,2,Devuser.10,11,3,
2168,Media,KIR0-LG948-OKUI89-KSH477-47UFN,public/2168/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/original/Image001.jpg,0,Image001.jpg,1,NULL,2,Devuser.10,11,3,
2168,Media,SUN0-9rj83-KU8-JFU39-DJK79-DJY88,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/original/Image_001_z_Anno_001.jpg,0,Image001,1,NULL,2,Devuser.10,11,3,
2168,Media,JAN938-J380-38FHJ-94JD-DJ30,public/2168/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/original/Image001.jpg,0,Image_001_z_Anno_001.jpg,1,NULL,2,Devuser.10,11,3,
2168,Media,FEV98je-48j7-3kf8340-ket83-od8,public/2168/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/original/Image001.jpg,0,Image_001_z_Anno_001.jpg,1,NULL,2,Devuser.10,11,3,
2202,Media,711A3E3E-8088-4BD1-83D9-725BFA451B18,public/2202/7E0F3DBE-D885-4A41-B515-504F920B7098/images/original/Image_004.jpg,0,Image_004.jpg,1,NULL,NULL,Devuser.10,11,3,
2202,Media,9A514433-F674-41E7-B736-6A2325FB7673,public/2202/E0A385D2-6D31-4001-8362-EB61C53C8A74/videos/original/vv.mp4,0,sample_video.mp4,1,NULL,NULL,Devuser.10,11,3,
2202,Media,4BD78467-C376-4B39-841E-10E6EF6B3424,public/2202/E0A385D2-6D31-4001-8362-EB61C53C8A74/images/original/image6.jpg,0,Image_005.jpg,1,NULL,NULL,Devuser.10,11,3,
2202,Media,CBA3552F-BE91-4E84-9F6C-0FB9C0DF3EAC,public/2202/7E0F3DBE-D885-4A41-B515-504F920B7098/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2202,Media,03F13103-8F79-4BF4-B0BE-B79845805F40,public/2202/7E0F3DBE-D885-4A41-B515-504F920B7098/images/original/Image_003.jpg,0,Image_003.jpg,1,NULL,NULL,Devuser.10,11,3,
2202,Media,2FFEC6FD-F2D8-4835-AEAE-717E07B73AB0,public/2202/7E0F3DBE-D885-4A41-B515-504F920B7098/images/original/Image_006.jpg,0,Image_006.jpg,0,NULL,NULL,Devuser.10,11,3,
2202,Media,0A70B899-EBE6-473A-A902-FA47313C817A,public/2202/7E0F3DBE-D885-4A41-B515-504F920B7098/images/original/Image_002.jpg,0,Image_002.jpg,1,NULL,NULL,Devuser.10,11,3,
2227,Media,770b79de-f002-4d31-a9a8-fbf4f35676f3,public/2227/594E5DB8-F52A-4715-B997-E444208D49FB/images/original/z_Image_001.jpg,0,z_Image_001.jpg,1,NULL,NULL,Surgeon.5,10,NULL,
2164,Media,f3976cea-5106-4927-8cac-fee1b7008e67,public/2164/8B6D618A-B46B-493B-8381-003D68EF909B/images/original/z_Image_001.jpeg,0,z_Image_001.jpeg,1,NULL,NULL,Devuser.10,11,3,
2231,Media,53556239-07E7-4AA6-B573-0BF516A2A326,public/2231/6B9D4419-7622-481A-8096-0CB0DDA94E8C/images/original/Image_005.jpg,0,Image_005.jpg,1,NULL,NULL,Devuser.10,11,3,
2231,Media,D86B54B8-266C-4F4F-832E-BF39A30C092F,public/2231/6B9D4419-7622-481A-8096-0CB0DDA94E8C/images/original/Image_002.jpg,0,Image_002.jpg,1,NULL,NULL,Devuser.10,11,3,
2231,Media,DAF5A0E4-58EB-48B5-B880-4C99DF962F56,public/2231/6B9D4419-7622-481A-8096-0CB0DDA94E8C/images/original/Image_003.jpg,0,Image_003.jpg,1,NULL,NULL,Devuser.10,11,3,
2231,Media,CE56B3C5-BEAA-48E8-9A9E-5CB9938922BA,public/2231/6B9D4419-7622-481A-8096-0CB0DDA94E8C/images/original/Image_006.jpg,0,Image_006.jpg,1,NULL,NULL,Devuser.10,11,3,
2231,Media,A4BAE4BE-AADD-4A5E-8848-1384A4C9D241,public/2231/6B9D4419-7622-481A-8096-0CB0DDA94E8C/videos/original/sample_video.mp4,0,sample_video.mp4,1,NULL,NULL,Devuser.10,11,3,
2231,Media,DEAC2C23-164A-4625-9D58-ACD4CA5A7FCB,public/2231/6B9D4419-7622-481A-8096-0CB0DDA94E8C/images/original/Image_004.jpg,0,Image_004.jpg,1,NULL,NULL,Devuser.10,11,3,
2231,Media,F188D07D-37A7-4CCE-9FB2-EC10E1F09C08,public/2231/6B9D4419-7622-481A-8096-0CB0DDA94E8C/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2232,Media,E8ADDBFE-61D3-4881-BB5C-735DBE44BE86,public/2232/9CB580F4-CC91-4CFA-88A5-52CD9FE13288/images/original/Image_005.jpg,0,Image_005.jpg,1,NULL,NULL,Devuser.10,11,3,
2232,Media,4AADED3B-E40E-4518-83BB-4BC7F7CF936D,public/2232/9CB580F4-CC91-4CFA-88A5-52CD9FE13288/images/original/ImageRename006.jpg,0,ImageRename006.jpg,1,NULL,NULL,Devuser.10,11,3,
2233,Media,4AF625A3-B6E7-4922-B1FD-738A71C73C93,public/2233/0E064C15-27D5-4C4E-B412-C28AAB859F0D/images/original/Image_002.jpg,0,Image_002.jpg,1,NULL,NULL,Devuser.10,11,3,
2233,Media,98646F5D-93B2-4C1C-A91F-DCD8F26C3FF7,public/2233/0E064C15-27D5-4C4E-B412-C28AAB859F0D/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2234,Media,788708E5-D8D3-4ED4-A2F2-11F4115980F0,public/2234/7CA56BAA-BFBD-4210-BAC2-EB00DCC96A5C/images/original/33333333.jpg,0,Image_002.jpg,1,NULL,NULL,Devuser.10,11,3,
2234,Media,D55E15A0-D6C6-4050-9BC3-4804B6C0ADEB,public/2234/7CA56BAA-BFBD-4210-BAC2-EB00DCC96A5C/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2235,Media,C2C8D0BE-4ADB-4695-9578-1CFF6E15CE60,public/2235/84D73447-9B97-4057-A518-D89364D50C1E/videos/original/zzz.mp4,0,sample_video.mp4,1,NULL,NULL,Devuser.10,11,3,
2236,Media,7E7F47BD-1F34-4D2E-BC88-73EB34B4B01C,public/2236/38FFB33C-FA65-4EAE-8DB4-CEE7D34BF758/images/original/3333.jpg,20,Image_003.jpg,1,NULL,NULL,Devuser.10,11,3,
2236,Media,BE1DE058-C207-40FC-805F-BF63F3927B55,public/2236/38FFB33C-FA65-4EAE-8DB4-CEE7D34BF758/images/original/lens5.jpg,10,lens020.jpg,1,NULL,NULL,Devuser.10,11,3,
2236,Media,AEFA55E2-75B0-44AE-B4FB-115569362DA4,public/2236/38FFB33C-FA65-4EAE-8DB4-CEE7D34BF758/images/original/6611.jpg,10,6611,1,NULL,NULL,Devuser.10,11,3,
2236,Media,4987F095-0B9C-47B4-B0C8-C0E1CEEE2521,public/2236/38FFB33C-FA65-4EAE-8DB4-CEE7D34BF758/images/original/v4.jpg,10,v4,1,NULL,NULL,Devuser.10,11,3,
2236,Media,4F9F3EB5-4CD3-4ECF-A117-2508D1F475A8,public/2236/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,10,r.jpg,1,NULL,NULL,Devuser.10,11,3,
2236,Media,ACA2F595-7C55-4E20-9D8A-4F00845F19D7,public/2236/38FFB33C-FA65-4EAE-8DB4-CEE7D34BF758/images/original/99.jpg,10,manjeera12,1,NULL,NULL,Devuser.10,11,3,
2099,Media,38531c11-c60a-4e8b-9d1a-cf20a09f3e0d,public/2099/F41EFADB-3F31-4CBC-95DA-9807ADA9F7CC/images/original/z_Image_010_z_Anno_001.jpg,0,z_Image_010_z_Anno_001.jpg,1,NULL,4,Devuser.10,11,3,
2230,Media,7382a81f-78cb-4db1-91e6-eccc0c657b75,public/2230/02244158-D4B3-4D4F-B49B-1422E3BEA43E/images/original/z_Image.png,0,z_Image_001.png,0,NULL,NULL,Devuser.10,11,3,
2233,Media,54c08a86-db07-434b-853c-f0723ac4715e,public/2233/0E064C15-27D5-4C4E-B412-C28AAB859F0D/images/original/Image_001_z_Anno_001.jpg,0,Image_001_z_Anno_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2189,Media,e0d23607-1473-475a-ab26-616985475f06,public/2189/F05B0671-A273-4CDA-B6D1-08F6CEB284D1/images/original/Image_005_z_Anno_002.jpg,0,Image_005_z_Anno_002.jpg,0,NULL,4,Thejes.01,1,NULL,
2237,Media,1493F41E-B709-4CEA-9505-3D484A4875D4,public/2237/641B8860-0393-478C-BE57-C4733CE6DC2D/videos/original/v14.mp4,0,Sri.mp4,1,NULL,NULL,Devuser.10,11,3,
2237,Media,456F05AC-6FB4-477A-8B35-A6F8684B5E69,public/2237/641B8860-0393-478C-BE57-C4733CE6DC2D/images/original/ZN.jpg,0,Image_002.jpg,1,NULL,NULL,Devuser.10,11,3,
2237,Media,B51342F3-5EF2-4FDE-A650-3070A9901784,public/2237/641B8860-0393-478C-BE57-C4733CE6DC2D/images/original/image4444.jpg,0,image4444.jpg,1,NULL,NULL,Devuser.10,11,3,
2237,Media,280BF0C4-5F8B-49D9-86B6-6E0E396F4268,public/2237/641B8860-0393-478C-BE57-C4733CE6DC2D/images/original/NNN.jpg,0,Image_001.jpg,1,NULL,NULL,Devuser.10,11,3,
2230,Media,10f42f67-1cfc-4f58-8143-eb140846f779,public/2230/02244158-D4B3-4D4F-B49B-1422E3BEA43E/images/original/z_Image_001_z_Anno_001.jpg,0,z_Image_001_007.jpeg,1,NULL,NULL,Devuser.10,11,3,
2230,Media,e9fe3ce1-f82c-462f-99cf-b70c9c8de899,public/2230/02244158-D4B3-4D4F-B49B-1422E3BEA43E/images/original/z_Image_001_z_Anno_002.jpg,0,z_Image_001_z_Anno_002.jpg,1,NULL,NULL,Devuser.10,11,3,
2237,Media,666b3bc1-af8a-40f2-b16a-b7cc2052bade,public/2237/641B8860-0393-478C-BE57-C4733CE6DC2D/images/original/C_z_Anno_001.jpg,0,z_hfhff.jpg,1,NULL,NULL,Devuser.10,11,3,
2236,Media,AEF-A55E2-75B-B-115-56936-2DA4,public/2236/02244158-D4B3-4D4F-B49B-public/2236/02244158-D4B3-4D4F-B49B-1422E3BEA43E/images/original/z_Image_001.png,10,z_Image_001,1,NULL,NULL,Devuser.10,11,3,
2236,Media,ACA2-F5-F00845-F19D7,public/2236/02244158-D4B3-4D4F-B49B-1422E3BEA43E/images/original/z_Image_002.png,20,z_Image_002,1,NULL,NULL,Devuser.10,11,3,
2236,Media,ABCD-39jkd-43ki904-ij9,public/2236/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,10,MEDIA202,1,NULL,NULL,Devuser.10,11,3,
2237,Media,B8408DEF-B867-47DA-94E2-F3037DBB1804,public/2237/641B8860-0393-478C-BE57-C4733CE6DC2D/images/original/n1.jpg,0,image3333.jpg,1,NULL,NULL,Devuser.10,11,3,
2237,Media,patient_20200529031409C6535229-FDAC-4881-95CE-7A97FCCE60E4,public/2237/641B8860-0393-478C-BE57-C4733CE6DC2D/pdfs/original/patient_20200529031409.pdf,0,LAtha.pdf,1,NULL,NULL,Devuser.10,11,3,
2238,Media,24537174-C380-4AB7-B23F-AF21AB524B14,public/2238/138FD77A-00B9-40D1-A590-24CD9B4FAA9B/images/original/sampl5.jpg,0,sampl5,1,NULL,NULL,Surgeon.6,10,NULL,
2238,Media,69CD89F5-8A50-4E73-8991-554CBA0600E3,public/2238/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,sample1.jpg,1,NULL,NULL,Surgeon.6,10,NULL,
2238,Media,6BFDBEC6-8837-4FF9-86B3-F1FD756C3841,public/2238/138FD77A-00B9-40D1-A590-24CD9B4FAA9B/images/original/AbCdEf.jpg,0,AbCdEf.jpg,1,NULL,NULL,Surgeon.6,10,NULL,
2238,Media,EDBA14FA-0246-4676-BEA8-335F01D419FF,public/2238/138FD77A-00B9-40D1-A590-24CD9B4FAA9B/images/original/123456789012345.jpg,0,123456789012345,1,NULL,NULL,Surgeon.6,10,NULL,
2238,Media,14DE2B01-9B3A-42EA-8B61-AD91CD6EC816,public/2238/138FD77A-00B9-40D1-A590-24CD9B4FAA9B/videos/original/SAMPLEVIDEO2.mp4,0,sample_video.mp4,1,NULL,NULL,Surgeon.6,10,NULL,
2238,Media,07EDA19A-32B5-4169-9D67-AC67E451D25F,public/2238/138FD77A-00B9-40D1-A590-24CD9B4FAA9B/images/original/Image67890.jpg,0,Image67890.jpg,1,NULL,NULL,Surgeon.6,10,NULL,
2238,Media,745E264B-8A78-4D3C-A950-AD5382EF78CF,public/2238/138FD77A-00B9-40D1-A590-24CD9B4FAA9B/images/original/Image09.jpg,0,Image09.jpg,1,NULL,NULL,Surgeon.6,10,NULL,
2160,Media,d665de21-6280-4b97-a54c-9b5dc41add4d,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/original/TestAbcd.jpg,0,TestAbcd.jpg,1,NULL,NULL,devRenameTest1,10,NULL,
2238,Media,c7599335-06c4-4269-8292-7031e97122a7,public/2238/138FD77A-00B9-40D1-A590-24CD9B4FAA9B/images/original/z_cloudy.jpg,0,z_cloudy.jpg,1,NULL,NULL,Surgeon.6,10,NULL,
2238,Media,secure_20200529154247619FC0C6-C692-43CB-8785-5C8F9544712E,public/2238/138FD77A-00B9-40D1-A590-24CD9B4FAA9B/pdfs/original/secure_Kalam.pdf,0,secure_Kalam,1,NULL,NULL,Surgeon.6,10,NULL,
2239,Media,E43B9234-1D85-48A3-9B85-36307887476B,public/2239/BBF1A062-552E-477F-B125-052113EF53AC/images/original/sample.jpg,0,sample,1,NULL,4,Surgeon.6,10,NULL,
2239,Media,12F7ADD7-99A4-48E1-95BC-D5574314D959,public/2239/BBF1A062-552E-477F-B125-052113EF53AC/images/original/AbCdEf.jpg,0,AbCdEf.jpg,1,NULL,4,Surgeon.6,10,NULL,
2239,Media,2A50E4A1-0665-42CB-BEFF-F6DBC840B924,public/2239/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,rajUsha,1,NULL,4,Surgeon.6,10,NULL,
2239,Media,d0298ec2-03dc-44b4-9400-02a7cc8a53d2,public/2239/BBF1A062-552E-477F-B125-052113EF53AC/images/original/z_sam.jpg,0,z_sam.jpg,1,NULL,4,Surgeon.6,10,NULL,
2160,Media,49d71796-8f45-4b7b-9a7e-08e3db7e1e03,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/pdfs/original/z_patient_exmplReport_1.pdf,0,z_patient_rep1.pdf,1,NULL,NULL,devRenameTest1,10,NULL,
2239,Media,patient_202005291636370AD199BB-2D5F-4FBE-985C-40368CDF166D,public/2239/BBF1A062-552E-477F-B125-052113EF53AC/pdfs/original/patient_full.pdf,0,patient_full,1,NULL,4,Surgeon.6,10,NULL,
2239,Media,secure_20200529163714BA907CE0-5AA5-41D4-BA48-106BC30FE20D,public/2239/BBF1A062-552E-477F-B125-052113EF53AC/pdfs/original/secure_20200529163714.pdf,0,secure_20200529163714,1,NULL,4,Surgeon.6,10,NULL,
2240,Media,B55AB991-C3B2-498C-A35F-00A1942CF0A6,public/2240/BE99F68D-8DF7-4CAE-94E5-87DE1760C0C6/images/original/Image_006.jpg,0,Image_006.jpg,1,NULL,NULL,Devsurgeon1,10,NULL,
2240,Media,411AA89D-CF1E-4C8C-BEFA-E05F4EB07565,public/2240/BE99F68D-8DF7-4CAE-94E5-87DE1760C0C6/images/original/ImageNewrenamef.jpg,0,ImageNewrenamef.jpg,1,NULL,NULL,Devsurgeon1,10,NULL,
2240,Media,A3AA5C32-43D5-43B5-9FA7-7186B5A07D70,public/2240/BE99F68D-8DF7-4CAE-94E5-87DE1760C0C6/images/original/Image_001.jpg,0,Image_001.jpg,1,NULL,NULL,Devsurgeon1,10,NULL,
2240,Media,D72FD17F-9602-4281-8AE8-6392B7EA9189,public/2240/BE99F68D-8DF7-4CAE-94E5-87DE1760C0C6/images/original/abcdefg.jpg,0,abcdefg.jpg,1,NULL,NULL,Devsurgeon1,10,NULL,
2240,Media,5FC6E52F-2990-4DC9-ACBD-4A9E81F8A29D,public/2240/BBBD0A3C-97D6-47FB-A9B7-40BA31233DBB/images/original/Image_006.jpg,0,Image_002.jpg,1,NULL,NULL,Devsurgeon1,10,NULL,
